city,cause,year,adthnum,adrate
'okla','death',1988,4708,0.007128495
'okla','death',1989,4823,0.007302619
'okla','death',1990,4899,0.007417692
'okla','death',1991,4874,0.007379839
'okla','death',1992,5003,0.007575161
'okla','death',1993,5181,0.007844675
'okla','death',1994,5252,0.007952178
'okla','death',1995,5339,0.008083907
'okla','death',1996,5489,0.008311025
'okla','death',1997,5628,0.008521488
'okla','death',1998,5664,0.008575997
'okla','death',1999,5808,0.008794031
'okla','death',2000,5698,0.008627477
'olym','death',1987,1346,0.006491283
'olym','death',1988,1405,0.006775819
'olym','death',1989,1345,0.00648646
'olym','death',1990,1389,0.006698657
'olym','death',1991,1402,0.006761351
'olym','death',1992,1428,0.00688674
'olym','death',1993,1481,0.00714234
'olym','death',1994,1492,0.00719539
'olym','death',1995,1535,0.007402763
'olym','death',1996,1580,0.007619782
'olym','death',1997,1585,0.007643896
'olym','death',1998,1695,0.008174387
'olym','death',1999,1664,0.008024885
'olym','death',2000,1687,0.008135806
'oma','death',1987,3182,0.006863898
'oma','death',1988,3175,0.006848798
'oma','death',1989,3150,0.00679487
'oma','death',1990,3091,0.006667601
'oma','death',1991,3115,0.006719372
'oma','death',1992,3205,0.006913511
'oma','death',1993,3223,0.006952339
'oma','death',1994,3200,0.006902725
'oma','death',1995,3389,0.007310418
'oma','death',1996,3314,0.007148635
'oma','death',1997,3317,0.007155106
'oma','death',1998,3280,0.007075294
'oma','death',1999,3355,0.007237076
'oma','death',2000,3300,0.007118436
'orla','death',1987,3870,0.004317539
'orla','death',1988,3954,0.004411253
'orla','death',1989,4004,0.004467035
'orla','death',1990,3918,0.00437109
'orla','death',1991,4163,0.004644422
'orla','death',1992,4344,0.004846354
'orla','death',1993,4375,0.004880939
'orla','death',1994,4489,0.005008122
'orla','death',1995,4703,0.00524687
'orla','death',1996,4770,0.005321618
'orla','death',1997,4821,0.005378515
'orla','death',1998,4762,0.005312692
'orla','death',1999,5107,0.005697589
'orla','death',2000,5272,0.00588167
'phil','death',1987,17171,0.011314948
'phil','death',1988,16993,0.011197654
'phil','death',1989,16766,0.011048071
'phil','death',1990,15881,0.010464894
'phil','death',1991,15702,0.010346941
'phil','death',1992,15505,0.010217126
'phil','death',1993,15955,0.010513657
'phil','death',1994,15561,0.010254028
'phil','death',1995,15357,0.010119601
'phil','death',1996,14961,0.009858654
'phil','death',1997,14584,0.009610227
'phil','death',1998,14062,0.009266252
'phil','death',1999,14278,0.009408586
'phil','death',2000,14097,0.009289315
'phoe','death',1987,12989,0.004227985
'phoe','death',1988,13426,0.004370231
'phoe','death',1989,13811,0.00449555
'phoe','death',1990,14071,0.004580181
'phoe','death',1991,14432,0.004697689
'phoe','death',1992,15351,0.004996828
'phoe','death',1993,16473,0.005362045
'phoe','death',1994,17036,0.005545304
'phoe','death',1995,17173,0.005589898
'phoe','death',1996,18166,0.005913125
'phoe','death',1997,18105,0.005893269
'phoe','death',1998,18738,0.006099314
'phoe','death',1999,20078,0.00653549
'phoe','death',2000,20263,0.006595709
'pitt','death',1987,14311,0.011165936
'pitt','death',1988,14355,0.011200266
'pitt','death',1989,14077,0.010983361
'pitt','death',1990,14018,0.010937327
'pitt','death',1991,13680,0.010673608
'pitt','death',1992,13734,0.01071574
'pitt','death',1993,14275,0.011137847
'pitt','death',1994,14053,0.010964635
'pitt','death',1995,13996,0.010920162
'pitt','death',1996,14093,0.010995844
'pitt','death',1997,13721,0.010705597
'pitt','death',1998,13572,0.010589342
'pitt','death',1999,14044,0.010957613
'pitt','death',2000,13686,0.010678289
'port','death',1987,6754,0.006761593
'port','death',1988,6730,0.006737566
'port','death',1989,6781,0.006788624
'port','death',1990,6928,0.006935789
'port','death',1991,6741,0.006748579
'port','death',1992,6979,0.006986846
'port','death',1993,7322,0.007330232
'port','death',1994,7237,0.007245136
'port','death',1995,7212,0.007220108
'port','death',1996,7256,0.007264158
'port','death',1997,7143,0.007151031
'port','death',1998,7208,0.007216104
'port','death',1999,7160,0.00716805
'port','death',2000,7461,0.007469388
'prov','death',1987,5569,0.008959109
'prov','death',1988,5622,0.009044372
'prov','death',1989,5515,0.008872237
'prov','death',1990,5446,0.008761233
'prov','death',1991,5442,0.008754798
'prov','death',1992,5452,0.008770886
'prov','death',1993,5570,0.008960718
'prov','death',1994,5396,0.008680796
'prov','death',1995,5447,0.008762842
'prov','death',1996,5529,0.008894759
'prov','death',1997,5495,0.008840062
'prov','death',1998,5345,0.00859875
'prov','death',1999,5525,0.008888324
'prov','death',2000,5637,0.009068504
'ral','death',1987,2302,0.003666504
'ral','death',1988,2369,0.003773218
'ral','death',1989,2298,0.003660133
'ral','death',1990,2432,0.003873561
'ral','death',1991,2377,0.00378596
'ral','death',1992,2521,0.004015316
'ral','death',1993,2643,0.004209631
'ral','death',1994,2680,0.004268563
'ral','death',1995,2751,0.004381648
'ral','death',1996,2781,0.00442943
'ral','death',1997,2828,0.004504289
'ral','death',1998,2994,0.004768685
'ral','death',1999,2905,0.004626931
'ral','death',2000,2988,0.004759129
'rich','death',1987,2181,0.011026847
'rich','death',1988,2211,0.011178523
'rich','death',1989,2078,0.010506092
'rich','death',1990,2057,0.010399919
'rich','death',1991,2080,0.010516204
'rich','death',1992,2046,0.010344305
'rich','death',1993,2082,0.010526316
'rich','death',1994,2071,0.010470701
'rich','death',1995,2006,0.01014207
'rich','death',1996,2012,0.010172405
'rich','death',1997,1944,0.009828606
'rich','death',1998,1868,0.00944436
'rich','death',1999,1786,0.009029779
'rich','death',2000,1818,0.009191567
'rive','death',1987,6152,0.00398088
'rive','death',1988,6883,0.004453901
'rive','death',1989,7011,0.004536728
'rive','death',1990,7331,0.004743796
'rive','death',1991,7543,0.004880978
'rive','death',1992,7822,0.005061515
'rive','death',1993,8269,0.005350763
'rive','death',1994,8655,0.005600539
'rive','death',1995,8954,0.005794018
'rive','death',1996,8903,0.005761016
'rive','death',1997,9133,0.005909847
'rive','death',1998,9536,0.006170623
'rive','death',1999,9847,0.006371867
'rive','death',2000,10014,0.00647993
'roch','death',1987,5485,0.007459104
'roch','death',1988,5436,0.007392469
'roch','death',1989,5571,0.007576056
'roch','death',1990,5325,0.007241519
'roch','death',1991,5584,0.007593735
'roch','death',1992,5546,0.007542059
'roch','death',1993,5912,0.008039786
'roch','death',1994,5799,0.007886116
'roch','death',1995,5958,0.008102341
'roch','death',1996,5872,0.007985389
'roch','death',1997,5860,0.00796907
'roch','death',1998,5919,0.008049305
'roch','death',1999,6090,0.008281849
'roch','death',2000,6208,0.008442319
'sacr','death',1987,6150,0.005026567
'sacr','death',1988,6411,0.00523989
'sacr','death',1989,6402,0.005232534
'sacr','death',1990,6470,0.005288112
'sacr','death',1991,6619,0.005409894
'sacr','death',1992,6565,0.005365758
'sacr','death',1993,6861,0.005607687
'sacr','death',1994,7180,0.005868415
'sacr','death',1995,7317,0.005980389
'sacr','death',1996,7402,0.006049862
'sacr','death',1997,7563,0.006181452
'sacr','death',1998,7680,0.006277079
'sacr','death',1999,7777,0.00635636
'sacr','death',2000,7856,0.006420929
'salt','death',1987,3433,0.003821293
'salt','death',1988,3495,0.003890306
'salt','death',1989,3509,0.003905889
'salt','death',1990,3379,0.003761185
'salt','death',1991,3620,0.004029444
'salt','death',1992,3604,0.004011634
'salt','death',1993,3836,0.004269875
'salt','death',1994,3856,0.004292137
'salt','death',1995,3985,0.004435728
'salt','death',1996,4116,0.004581544
'salt','death',1997,4140,0.004608259
'salt','death',1998,4159,0.004629408
'salt','death',1999,4324,0.004813071
'salt','death',2000,4364,0.004857595
'sana','death',1987,7076,0.005079936
'sana','death',1988,7067,0.005073475
'sana','death',1989,7414,0.00532259
'sana','death',1990,7314,0.005250798
'sana','death',1991,7406,0.005316846
'sana','death',1992,7770,0.005578166
'sana','death',1993,8049,0.005778463
'sana','death',1994,8135,0.005840203
'sana','death',1995,8176,0.005869637
'sana','death',1996,8252,0.005924199
'sana','death',1997,8559,0.006144597
'sana','death',1998,8486,0.00609219
'sana','death',1999,9158,0.006574626
'sana','death',2000,9141,0.006562421
'sanb','death',1987,7046,0.004121832
'sanb','death',1988,7244,0.00423766
'sanb','death',1989,7650,0.004475165
'sanb','death',1990,7573,0.004430121
'sanb','death',1991,7908,0.004626093
'sanb','death',1992,7886,0.004613223
'sanb','death',1993,8179,0.004784625
'sanb','death',1994,8302,0.004856578
'sanb','death',1995,8531,0.004990541
'sanb','death',1996,8471,0.004955441
'sanb','death',1997,8770,0.005130353
'sanb','death',1998,8925,0.005221026
'sanb','death',1999,9160,0.005358499
'sanb','death',2000,9352,0.005470817
'sand','death',1987,14373,0.005107979
'sand','death',1988,14877,0.005287094
'sand','death',1989,15132,0.005377718
'sand','death',1990,15359,0.005458391
'sand','death',1991,15438,0.005486466
'sand','death',1992,15953,0.005669491
'sand','death',1993,16270,0.005782148
'sand','death',1994,16857,0.005990761
'sand','death',1995,16625,0.005908311
'sand','death',1996,16827,0.005980099
'sand','death',1997,17075,0.006068235
'sand','death',1998,17250,0.006130428
'sand','death',1999,17647,0.006271516
'sand','death',2000,18126,0.006441747
'sanf','death',1987,6771,0.008717281
'sanf','death',1988,6866,0.008839588
'sanf','death',1989,7009,0.009023693
'sanf','death',1990,6723,0.008655484
'sanf','death',1991,7027,0.009046867
'sanf','death',1992,6812,0.008770066
'sanf','death',1993,6649,0.008560213
'sanf','death',1994,6619,0.00852159
'sanf','death',1995,6575,0.008464942
'sanf','death',1996,6179,0.007955115
'sanf','death',1997,5702,0.007341004
'sanf','death',1998,5619,0.007234146
'sanf','death',1999,5657,0.007283069
'sanf','death',2000,5475,0.007048754
'sanj','death',1987,7167,0.004259517
'sanj','death',1988,7516,0.004466936
'sanj','death',1989,7348,0.00436709
'sanj','death',1990,7228,0.004295771
'sanj','death',1991,7275,0.004323704
'sanj','death',1992,7322,0.004351638
'sanj','death',1993,7689,0.004569754
'sanj','death',1994,7729,0.004593527
'sanj','death',1995,7693,0.004572132
'sanj','death',1996,7899,0.004694562
'sanj','death',1997,7889,0.004688619
'sanj','death',1998,8041,0.004778956
'sanj','death',1999,8139,0.0048372
'sanj','death',2000,7943,0.004720712
'seat','death',1987,8937,0.005144977
'seat','death',1988,9222,0.00530905
'seat','death',1989,9287,0.00534647
'seat','death',1990,9460,0.005446065
'seat','death',1991,9372,0.005395404
'seat','death',1992,9629,0.005543357
'seat','death',1993,10282,0.005919285
'seat','death',1994,9975,0.005742547
'seat','death',1995,10017,0.005766727
'seat','death',1996,10395,0.005984339
'seat','death',1997,10030,0.005774211
'seat','death',1998,10234,0.005891652
'seat','death',1999,10584,0.006093145
'seat','death',2000,10152,0.005844445
'shr','death',1987,3094,0.00882812
'shr','death',1988,3085,0.00880244
'shr','death',1989,2992,0.008537083
'shr','death',1990,3022,0.008622682
'shr','death',1991,3079,0.00878532
'shr','death',1992,3047,0.008694015
'shr','death',1993,3117,0.008893746
'shr','death',1994,3173,0.009053531
'shr','death',1995,3220,0.009187636
'shr','death',1996,3172,0.009050678
'shr','death',1997,3260,0.009301768
'shr','death',1998,3285,0.009373101
'shr','death',1999,3295,0.009401634
'shr','death',2000,3335,0.009515766
'spok','death',1987,3313,0.007926994
'spok','death',1988,3375,0.008075341
'spok','death',1989,3288,0.007867177
'spok','death',1990,3466,0.008293076
'spok','death',1991,3641,0.008711798
'spok','death',1992,3443,0.008238044
'spok','death',1993,3714,0.008886464
'spok','death',1994,3550,0.008494063
'spok','death',1995,3792,0.009073094
'spok','death',1996,3724,0.008910391
'spok','death',1997,3815,0.009128126
'spok','death',1998,3774,0.009030026
'spok','death',1999,3901,0.009333898
'spok','death',2000,3944,0.009436784
'staa','death',1987,11497,0.004039295
'staa','death',1988,12168,0.00427504
'staa','death',1989,12176,0.004277851
'staa','death',1990,12106,0.004253257
'staa','death',1991,11981,0.004209341
'staa','death',1992,12247,0.004302796
'staa','death',1993,12643,0.004441924
'staa','death',1994,12938,0.004545568
'staa','death',1995,13074,0.004593349
'staa','death',1996,13418,0.004714209
'staa','death',1997,13906,0.00488566
'staa','death',1998,14031,0.004929577
'staa','death',1999,14379,0.005051841
'staa','death',2000,14483,0.00508838
'stlo','death',1987,4548,0.013061872
'stlo','death',1988,4416,0.012682767
'stlo','death',1989,4365,0.012536295
'stlo','death',1990,4217,0.012111238
'stlo','death',1991,4085,0.011732134
'stlo','death',1992,4002,0.011493758
'stlo','death',1993,3958,0.01136739
'stlo','death',1994,3947,0.011335798
'stlo','death',1995,3855,0.011071573
'stlo','death',1996,3698,0.010620669
'stlo','death',1997,3511,0.010083604
'stlo','death',1998,3631,0.010428244
'stlo','death',1999,3552,0.010201356
'stlo','death',2000,3392,0.009741836
'stoc','death',1987,3143,0.00557667
'stoc','death',1988,3259,0.00578249
'stoc','death',1989,3225,0.005722164
'stoc','death',1990,3293,0.005842817
'stoc','death',1991,3344,0.005933307
'stoc','death',1992,3315,0.005881852
'stoc','death',1993,3364,0.005968793
'stoc','death',1994,3487,0.006187034
'stoc','death',1995,3453,0.006126707
'stoc','death',1996,3556,0.006309462
'stoc','death',1997,3575,0.006343174
'stoc','death',1998,3684,0.006536574
'stoc','death',1999,3862,0.006852402
'stoc','death',2000,3782,0.006710457
'stpe','death',1987,11375,0.012344245
'stpe','death',1988,11329,0.012294326
'stpe','death',1989,11028,0.011967678
'stpe','death',1990,11013,0.0119514
'stpe','death',1991,11148,0.012097903
'stpe','death',1992,11112,0.012058836
'stpe','death',1993,11741,0.012741432
'stpe','death',1994,11679,0.012674149
'stpe','death',1995,11355,0.012322541
'stpe','death',1996,11378,0.012347501
'stpe','death',1997,11531,0.012513538
'stpe','death',1998,11515,0.012496175
'stpe','death',1999,11684,0.012679575
'stpe','death',2000,11557,0.012541753
'syra','death',1987,3945,0.008683001
'syra','death',1988,3987,0.008775444
'syra','death',1989,3947,0.008687403
'syra','death',1990,3893,0.008568548
'syra','death',1991,3914,0.00861477
'syra','death',1992,3905,0.008594961
'syra','death',1993,4089,0.008999947
'syra','death',1994,4132,0.009094591
'syra','death',1995,4206,0.009257466
'syra','death',1996,4212,0.009270672
'syra','death',1997,4155,0.009145214
'syra','death',1998,4296,0.009455557
'syra','death',1999,4117,0.009061576
'syra','death',2000,4210,0.00926627
'taco','death',1987,3580,0.005108302
'taco','death',1988,3702,0.005282383
'taco','death',1989,3694,0.005270968
'taco','death',1990,3784,0.005399389
'taco','death',1991,3735,0.005329471
'taco','death',1992,3853,0.005497845
'taco','death',1993,4078,0.005818898
'taco','death',1994,4161,0.005937331
'taco','death',1995,4301,0.006137097
'taco','death',1996,4289,0.006119974
'taco','death',1997,4115,0.005871693
'taco','death',1998,4371,0.00623698
'taco','death',1999,4495,0.006413915
'taco','death',2000,4505,0.006428184
'tamp','death',1987,5953,0.005959269
'tamp','death',1988,6101,0.006107425
'tamp','death',1989,6107,0.006113431
'tamp','death',1990,6304,0.006310639
'tamp','death',1991,6312,0.006318647
'tamp','death',1992,6486,0.00649283
'tamp','death',1993,6671,0.006678025
'tamp','death',1994,7018,0.007025391
'tamp','death',1995,7128,0.007135507
'tamp','death',1996,7105,0.007112482
'tamp','death',1997,7022,0.007029395
'tamp','death',1998,7238,0.007245622
'tamp','death',1999,7375,0.007382767
'tamp','death',2000,7670,0.007678077
'tole','death',1987,4141,0.009100019
'tole','death',1988,4200,0.009229674
'tole','death',1989,3967,0.008717647
'tole','death',1990,4016,0.008825326
'tole','death',1991,4026,0.008847302
'tole','death',1992,4144,0.009106612
'tole','death',1993,4173,0.00917034
'tole','death',1994,4168,0.009159353
'tole','death',1995,4022,0.008838511
'tole','death',1996,3947,0.008673696
'tole','death',1997,3839,0.008436361
'tole','death',1998,3800,0.008350657
'tole','death',1999,3971,0.008726437
'tole','death',2000,3962,0.008706659
'tope','death',1987,1590,0.009360044
'tope','death',1988,1624,0.009560196
'tope','death',1989,1663,0.009789782
'tope','death',1990,1674,0.009854537
'tope','death',1991,1717,0.01010767
'tope','death',1992,1651,0.00971914
'tope','death',1993,1730,0.010184199
'tope','death',1994,1791,0.010543295
'tope','death',1995,1846,0.01086707
'tope','death',1996,1826,0.010749333
'tope','death',1997,1777,0.010460879
'tope','death',1998,1806,0.010631597
'tope','death',1999,1867,0.010990693
'tope','death',2000,1893,0.01114375
'tucs','death',1987,4716,0.00558936
'tucs','death',1988,4747,0.005626101
'tucs','death',1989,4805,0.005694842
'tucs','death',1990,5044,0.005978102
'tucs','death',1991,5213,0.0061784
'tucs','death',1992,5386,0.006383438
'tucs','death',1993,5780,0.006850403
'tucs','death',1994,5972,0.007077959
'tucs','death',1995,5990,0.007099293
'tucs','death',1996,6216,0.007367146
'tucs','death',1997,6277,0.007439443
'tucs','death',1998,6281,0.007444183
'tucs','death',1999,6537,0.007747592
'tucs','death',2000,6498,0.00770137
'tuls','death',1987,3646,0.006472584
'tuls','death',1988,3891,0.006907522
'tuls','death',1989,3857,0.006847163
'tuls','death',1990,3900,0.006923499
'tuls','death',1991,3951,0.007014037
'tuls','death',1992,3864,0.00685959
'tuls','death',1993,4187,0.007432997
'tuls','death',1994,4219,0.007489806
'tuls','death',1995,4292,0.007619399
'tuls','death',1996,4344,0.007711713
'tuls','death',1997,4361,0.007741892
'tuls','death',1998,4464,0.007924743
'tuls','death',1999,4553,0.008082741
'tuls','death',2000,4673,0.008295772
'wich','death',1987,2514,0.005551274
'wich','death',1988,2604,0.005750007
'wich','death',1989,2703,0.005968613
'wich','death',1990,2696,0.005953156
'wich','death',1991,2779,0.006136432
'wich','death',1992,2763,0.006101102
'wich','death',1993,2830,0.006249048
'wich','death',1994,2838,0.006266713
'wich','death',1995,3016,0.006659763
'wich','death',1996,3003,0.006631057
'wich','death',1997,3021,0.006670803
'wich','death',1998,3158,0.006973319
'wich','death',1999,3053,0.006741464
'wich','death',2000,3204,0.007074894
'wor','death',1987,5499,0.007322598
'wor','death',1988,5741,0.007644851
'wor','death',1989,5582,0.007433123
'wor','death',1990,5519,0.00734923
'wor','death',1991,5649,0.007522341
'wor','death',1992,5677,0.007559627
'wor','death',1993,5839,0.00777535
'wor','death',1994,5836,0.007771355
'wor','death',1995,5811,0.007738064
'wor','death',1996,5988,0.007973762
'wor','death',1997,5843,0.007780676
'wor','death',1998,6046,0.008050996
'wor','death',1999,5962,0.007939139
'wor','death',2000,5986,0.007971098
